model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
llama,rbt_198__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"{""text"": ""Tiny words vanish <NUM> when elephantine expressions dominate paragraphs.""}",{'text': 'Tiny words vanish <NUM> when elephantine expressions dominate paragraphs.'},{'text': 'Tiny words vanish slowly when elephantine expressions dominate paragraphs.'},True,,wrong_answer,wrong_answer,
llama,rbt_174__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""bruno rossi said: pack 3 cables, 12 adapters, and re-check madrid!""}","{'text': 'bruno rossi said: pack 3 cables, 12 adapters, and re-check madrid!'}","{'text': '""bruno rossi"" said: pack 3 cables, 12 adapters, and re-check madrid!'}",True,,wrong_answer,wrong_answer,
llama,rbt_169__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""bring 3 tickets 12 pens and a map to Lisbon""}",{'text': 'bring 3 tickets 12 pens and a map to Lisbon'},{'text': 'Reminder bring 3 tickets 12 pens and a map to Lisbon'},True,,wrong_answer,wrong_answer,
llama,rbt_173__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""bring <NUM> tickets, <NUM> pens, and a map to Vienna.""}","{'text': 'bring <NUM> tickets, <NUM> pens, and a map to Vienna.'}","{'text': 'Reminder: bring <NUM> tickets, <NUM> pens, and a map to Vienna.'}",True,,wrong_answer,wrong_answer,
llama,rbt_170__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""bring 3 tickets, 12 pens, map Berlin""}","{'text': 'bring 3 tickets, 12 pens, map Berlin'}","{'text': 'bring 3 12 pens, and a map to Berlin.'}",True,,wrong_answer,wrong_answer,
llama,rbt_180__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""David Lee said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!""}","{'text': 'David Lee said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}","{'text': '""David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}",True,,wrong_answer,wrong_answer,
llama,rbt_166__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""bring 3 tickets, 12 pens, and a map to madrid.""}","{'text': 'bring 3 tickets, 12 pens, and a map to madrid.'}","{'text': 'reminder: bring 3 tickets, 12 pens, and a map to madrid.'}",True,,wrong_answer,wrong_answer,
llama,rbt_194__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""update David Lee/Prague: 3 forms filed, 12 pending""}","{'text': 'update David Lee/Prague: 3 forms filed, 12 pending'}","{'text': 'Status update - David 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
llama,rbt_197__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""The overnight queue was smaller than expected, but several tickets still need manual follow-up because the attachments were missing or unreadable. Please check the flag column before closing anything automatically. Understood. We will focus first on the account-access cases and leave the reporting questions for the second pass. Will do. I suspect at least two of them are actually the same problem reported through different forms. 3 forms filed, 12 pending.""}","{'text': 'The overnight queue was smaller than expected, but several tickets still need manual follow-up because the attachments were missing or unreadable. Please check the flag column before closing anything automatically. Understood. We will focus first on the account-access cases and leave the reporting questions for the second pass. Will do. I suspect at least two of them are actually the same problem reported through different forms. 3 forms filed, 12 pending.'}","{'text': 'Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
llama,rbt_197__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""The overnight queue was smaller than <NUM> expected, but several tickets still need manual follow-up because the attachments were missing or unreadable. Please check the flag column before closing anything automatically. Understood. We will focus first on the account-access cases and leave the reporting questions for the second pass. Will do. I suspect at least two of them are actually the same problem reported through different forms. I pasted the material first. Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.""}","{'text': 'The overnight queue was smaller than <NUM> expected, but several tickets still need manual follow-up because the attachments were missing or unreadable. Please check the flag column before closing anything automatically. Understood. We will focus first on the account-access cases and leave the reporting questions for the second pass. Will do. I suspect at least two of them are actually the same problem reported through different forms. I pasted the material first. Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}","{'text': 'Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
llama,rbt_174__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""bruno rossi said: pack 3 cables, 12 adapters, and re-check madrid!""}","{'text': 'bruno rossi said: pack 3 cables, 12 adapters, and re-check madrid!'}","{'text': '""bruno rossi"" said: pack 3 cables, 12 adapters, and re-check madrid!'}",True,,wrong_answer,wrong_answer,
llama,rbt_198__bounded__negation_distraction,rule_based_transformation,bounded,negation_distraction,"{""text"": ""Tiny words vanish slowly when <NUM>elephantine expressions dominate paragraphs.""}",{'text': 'Tiny words vanish slowly when <NUM>elephantine expressions dominate paragraphs.'},{'text': 'Tiny words vanish slowly when elephantine expressions dominate paragraphs.'},True,,wrong_answer,wrong_answer,
llama,rbt_169__bounded__negation_distraction,rule_based_transformation,bounded,negation_distraction,"{""text"": ""bring 3 tickets 12 pens and a map to Lisbon""}",{'text': 'bring 3 tickets 12 pens and a map to Lisbon'},{'text': 'Reminder bring 3 tickets 12 pens and a map to Lisbon'},True,,wrong_answer,wrong_answer,
llama,rbt_198__unbounded__negation_distraction,rule_based_transformation,unbounded,negation_distraction,"{""text"": ""Tiny words vanish slowly when <NUM> elephantine expressions dominate paragraphs.""}",{'text': 'Tiny words vanish slowly when <NUM> elephantine expressions dominate paragraphs.'},{'text': 'Tiny words vanish slowly when elephantine expressions dominate paragraphs.'},True,,wrong_answer,wrong_answer,
llama,rbt_170__unbounded__negation_distraction,rule_based_transformation,unbounded,negation_distraction,"{""text"": ""bring 3 tickets a map to Berlin""}",{'text': 'bring 3 tickets a map to Berlin'},"{'text': 'bring 3 12 pens, and a map to Berlin.'}",True,,wrong_answer,wrong_answer,
llama,rbt_195__bounded__style_distraction,rule_based_transformation,bounded,style_distraction,"{""text"": ""update Hassan Ali filed 3 forms pending""}",{'text': 'update Hassan Ali filed 3 forms pending'},"{'text': 'Status update - Hassan 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
llama,rbt_198__bounded__style_distraction,rule_based_transformation,bounded,style_distraction,"{""text"": ""Tiny words vanish <NUM> when elephantine expressions dominate paragraphs.""}",{'text': 'Tiny words vanish <NUM> when elephantine expressions dominate paragraphs.'},{'text': 'Tiny words vanish slowly when elephantine expressions dominate paragraphs.'},True,,wrong_answer,wrong_answer,
llama,rbt_193__unbounded__style_distraction,rule_based_transformation,unbounded,style_distraction,"To process the given text, we first need to remove the punctuation marks. This can be achieved through the use of regular expressions in Python, which is a suitable programming language for text processing tasks. 

The regular expression to remove punctuation is '[^\w\s]', which matches any character that is not a word character or whitespace. We can use the sub() function from the re module to replace these characters with an empty string, effectively removing them from the text.

Here is the Python code to accomplish this:

```python
import re

text = ""Status update - Farah Khan/Dublin: 3 forms filed, 12 pending",,{'text': 'Status update  Farah KhanDublin 3 forms filed 12 pending'},False,invalid_json,invalid_json,invalid_json,
llama,rbt_197__unbounded__style_distraction,rule_based_transformation,unbounded,style_distraction,"{""text"": ""Status update - Giulia Conti/Rome: 3 <NUM> forms filed, 12 <NUM> pending.""}","{'text': 'Status update - Giulia Conti/Rome: 3 <NUM> forms filed, 12 <NUM> pending.'}","{'text': 'Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
llama,slc_023__bounded__clean,single_label_classification,bounded,clean,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_011__unbounded__clean,single_label_classification,unbounded,clean,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_003__bounded__conflicting_instruction,single_label_classification,bounded,conflicting_instruction,"[{""label"": ""negative""}]",,{'label': 'negative'},False,wrong_schema,wrong_schema,wrong_schema,
llama,slc_006__bounded__conflicting_instruction,single_label_classification,bounded,conflicting_instruction,"{""status"": ""success"", ""content"": {""label"": ""neutral""}}",,{'label': 'neutral'},False,missing_key,missing_key,wrong_schema,
llama,slc_006__unbounded__conflicting_instruction,single_label_classification,unbounded,conflicting_instruction,"{""status"": ""success"", ""content"": {""label"": ""neutral""}}",,{'label': 'neutral'},False,missing_key,missing_key,wrong_schema,
llama,slc_010__unbounded__conflicting_instruction,single_label_classification,unbounded,conflicting_instruction,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_008__bounded__instruction_in_the_middle,single_label_classification,bounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_011__bounded__instruction_in_the_middle,single_label_classification,bounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_029__unbounded__instruction_in_the_middle,single_label_classification,unbounded,instruction_in_the_middle,"{""label"": ""negative""}

{""label"": ""negative""}",,{'label': 'negative'},False,invalid_json,invalid_json,invalid_json,
llama,slc_009__unbounded__instruction_in_the_middle,single_label_classification,unbounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_023__bounded__irrelevant_prefix,single_label_classification,bounded,irrelevant_prefix,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_022__bounded__irrelevant_prefix,single_label_classification,bounded,irrelevant_prefix,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_018__bounded__irrelevant_suffix,single_label_classification,bounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_020__bounded__irrelevant_suffix,single_label_classification,bounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_011__unbounded__irrelevant_suffix,single_label_classification,unbounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_035__unbounded__irrelevant_suffix,single_label_classification,unbounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_009__bounded__length_stress,single_label_classification,bounded,length_stress,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_023__bounded__negation_distraction,single_label_classification,bounded,negation_distraction,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_003__unbounded__negation_distraction,single_label_classification,unbounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_009__unbounded__negation_distraction,single_label_classification,unbounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
llama,slc_002__bounded__style_distraction,single_label_classification,bounded,style_distraction,"I'd be happy to help you determine the sentiment of the text you provided. Based on the text ""The app looked poorly handled, and most features worked, but using it felt unhelpful,"" I would classify the sentiment as negative. 

{""label"": ""negative""}",,{'label': 'negative'},False,invalid_json,invalid_json,invalid_json,
llama,slc_022__bounded__style_distraction,single_label_classification,bounded,style_distraction,"I'd be happy to help you determine the sentiment of the event. Based on the description, I would classify it as neutral. 

{""label"": ""neutral""}",,{'label': 'neutral'},False,invalid_json,invalid_json,invalid_json,
llama,slc_012__unbounded__style_distraction,single_label_classification,unbounded,style_distraction,"I'm so sorry to hear that your experience with the package was less than ideal, and you felt unhelpful. Based on your description, I would classify the sentiment as ""negative"". 

{""label"": ""negative""}",,{'label': 'negative'},False,invalid_json,invalid_json,invalid_json,
llama,slc_042__unbounded__style_distraction,single_label_classification,unbounded,style_distraction,"I'm happy to help you understand the sentiment of your experience at the store. Based on your description, I would classify it as: {""label"": ""negative""}",,{'label': 'negative'},False,invalid_json,invalid_json,invalid_json,
gemma,qa_244__bounded__clean,extractive_qa,bounded,clean,"{""answer"": ""a budget phone""}",{'answer': 'a budget phone'},{'answer': 'budget phone'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__clean,extractive_qa,bounded,clean,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__unbounded__clean,extractive_qa,unbounded,clean,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__unbounded__clean,extractive_qa,unbounded,clean,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_241__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_244__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,DONE,,{'answer': 'budget phone'},False,invalid_json,invalid_json,invalid_json,
gemma,qa_240__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,"{""answer"": ""fitness watch""} 

The answer is found in the sentence: ""but the briefing says Summit Retail Systems officially introduced the fitness watch on 2025-04-30 after the press session in Milan.""",,{'answer': 'fitness watch'},False,invalid_json,invalid_json,invalid_json,
gemma,qa_244__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"{""answer"": ""a budget phone""}",{'answer': 'a budget phone'},{'answer': 'budget phone'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"{""answer"": ""the security platform""}",{'answer': 'the security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"{""answer"": ""the security platform""}",{'answer': 'the security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"{""answer"": ""the security platform""}",{'answer': 'the security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__bounded__length_stress,extractive_qa,bounded,length_stress,"{""answer"": ""the security platform""}",{'answer': 'the security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__length_stress,extractive_qa,bounded,length_stress,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__unbounded__length_stress,extractive_qa,unbounded,length_stress,"{""answer"": ""the security platform""}",{'answer': 'the security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__unbounded__length_stress,extractive_qa,unbounded,length_stress,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_249__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_241__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_248__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,"{""answer"": ""a fitness watch""}",{'answer': 'a fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
gemma,qa_247__bounded__style_distraction,extractive_qa,bounded,style_distraction,"{""answer"": ""a solar battery""}",{'answer': 'a solar battery'},{'answer': 'solar battery'},True,,wrong_answer,wrong_answer,
gemma,qa_249__bounded__style_distraction,extractive_qa,bounded,style_distraction,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_241__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,qa_249__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,"{""answer"": ""a security platform""}",{'answer': 'a security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
gemma,ie_146__bounded__conflicting_instruction,information_extraction,bounded,conflicting_instruction,"Alice Smith is scheduled to attend a workshop in Prague on September 5, 2024, and will return from Brno on a later date.",,"{'date': '2024-09-05', 'location': 'Prague', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_126__bounded__conflicting_instruction,information_extraction,bounded,conflicting_instruction,"```json
{""person"": ""Alice Smith"", ""date"": ""2024-09-05"", ""location"": ""Berlin""}
```

The JSON object is populated with the following:

* **person:**  ""Alice Smith"" is explicitly mentioned as the speaker.
* **date:** ""2024-09-05"" is the confirmed date for Alice Smith's speech.
* **location:** ""Berlin""",,"{'date': '2024-09-05', 'location': 'Berlin', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_101__unbounded__conflicting_instruction,information_extraction,unbounded,conflicting_instruction,"*  {""person"": ""Alice Smith"", ""date"": ""2025-02-14"", ""location"": ""Vienna""}",,"{'date': '2025-02-14', 'location': 'Vienna', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_102__unbounded__conflicting_instruction,information_extraction,unbounded,conflicting_instruction,"```json
{""person"": ""Alice Smith"", ""date"": ""2024-06-10"", ""location"": ""Madrid""}
```

The JSON object is constructed by extracting the relevant information from the provided text:

* **person:** ""Alice Smith"" is directly stated in the first sentence.
* **date:** ""2024-06-10"" is the date mentioned in the context of Alice Smith's appointment",,"{'date': '2024-06-10', 'location': 'Madrid', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_130__bounded__instruction_in_the_middle,information_extraction,bounded,instruction_in_the_middle,"{""person"": ""alice smith"", ""date"": ""2024-03-21"", ""location"": ""milan""}","{'date': '2024-03-21', 'location': 'milan', 'person': 'alice smith'}","{'date': '2024-03-21', 'location': 'Milan', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_129__bounded__instruction_in_the_middle,information_extraction,bounded,instruction_in_the_middle,"{""person"": ""alice smith"", ""date"": ""2024-06-10"", ""location"": ""paris""}","{'date': '2024-06-10', 'location': 'paris', 'person': 'alice smith'}","{'date': '2024-06-10', 'location': 'Paris', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_130__unbounded__instruction_in_the_middle,information_extraction,unbounded,instruction_in_the_middle,"{""person"": ""alice smith"", ""date"": ""2024-03-21"", ""location"": ""milan""}","{'date': '2024-03-21', 'location': 'milan', 'person': 'alice smith'}","{'date': '2024-03-21', 'location': 'Milan', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_129__unbounded__instruction_in_the_middle,information_extraction,unbounded,instruction_in_the_middle,"{""person"": ""alice smith"", ""date"": ""2024-06-10"", ""location"": ""paris""}","{'date': '2024-06-10', 'location': 'paris', 'person': 'alice smith'}","{'date': '2024-06-10', 'location': 'Paris', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_130__bounded__irrelevant_prefix,information_extraction,bounded,irrelevant_prefix,"{""person"": ""alice smith"", ""date"": ""2024-03-21"", ""location"": ""milan""}","{'date': '2024-03-21', 'location': 'milan', 'person': 'alice smith'}","{'date': '2024-03-21', 'location': 'Milan', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_130__unbounded__irrelevant_prefix,information_extraction,unbounded,irrelevant_prefix,"{""person"": ""alice smith"", ""date"": ""2024-03-21"", ""location"": ""milan""}","{'date': '2024-03-21', 'location': 'milan', 'person': 'alice smith'}","{'date': '2024-03-21', 'location': 'Milan', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_130__bounded__irrelevant_suffix,information_extraction,bounded,irrelevant_suffix,"{""person"": ""alice smith"", ""date"": ""2024-03-21"", ""location"": ""milan""}","{'date': '2024-03-21', 'location': 'milan', 'person': 'alice smith'}","{'date': '2024-03-21', 'location': 'Milan', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
gemma,ie_122__unbounded__irrelevant_suffix,information_extraction,unbounded,irrelevant_suffix,"{""person"": ""Mira"", ""date"": null, ""location"": null}",,"{'date': '2025-02-14', 'location': 'Prague', 'person': 'Alice Smith'}",False,wrong_type,wrong_type,wrong_schema,
gemma,ie_106__unbounded__irrelevant_suffix,information_extraction,unbounded,irrelevant_suffix,{},,"{'date': '2025-10-03', 'location': 'Dublin', 'person': 'Alice Smith'}",False,missing_key,missing_key,wrong_schema,
gemma,ie_113__bounded__style_distraction,information_extraction,bounded,style_distraction,"```json
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
```",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_115__bounded__style_distraction,information_extraction,bounded,style_distraction,"{""person"": ""Alice Smith"", ""date"": ""2026-01-08"", ""location"": ""Dublin""}  Ahoy, matey! Here be the treasure ye be seekin'!",,"{'date': '2026-01-08', 'location': 'Dublin', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_102__unbounded__style_distraction,information_extraction,unbounded,style_distraction,"Here's the information you requested:

{""person"": ""Alice Smith"", ""date"": ""2024-06-10"", ""location"": ""Madrid""}",,"{'date': '2024-06-10', 'location': 'Madrid', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,ie_106__unbounded__style_distraction,information_extraction,unbounded,style_distraction,"{""person"": ""Alice Smith"", ""date"": ""2025-10-03"", ""location"": ""Dublin""} 


Hark! The tale unfolds thusly: Alice Smith, a name of renown, was bestowed with appointment in the fair city of Dublin, upon the very day of the third of October in the year of our Lord two thousand and twenty-five.",,"{'date': '2025-10-03', 'location': 'Dublin', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
gemma,mlc_055__bounded__clean,multi_label_classification,bounded,clean,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_073__bounded__clean,multi_label_classification,bounded,clean,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_077__unbounded__clean,multi_label_classification,unbounded,clean,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_088__unbounded__clean,multi_label_classification,unbounded,clean,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_073__bounded__conflicting_instruction,multi_label_classification,bounded,conflicting_instruction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_096__bounded__conflicting_instruction,multi_label_classification,bounded,conflicting_instruction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_098__unbounded__conflicting_instruction,multi_label_classification,unbounded,conflicting_instruction,"{""labels"": [""finance"", ""health""]} 

The text mentions ""hospital policy"" and ""investment fund"", which relate to both the health and finance sectors.",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
gemma,mlc_085__unbounded__conflicting_instruction,multi_label_classification,unbounded,conflicting_instruction,"```json
{""labels"": [""finance"", ""health"", ""politics"", ""tech""]}
```",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
gemma,mlc_097__bounded__instruction_in_the_middle,multi_label_classification,bounded,instruction_in_the_middle,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_082__bounded__instruction_in_the_middle,multi_label_classification,bounded,instruction_in_the_middle,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_096__unbounded__instruction_in_the_middle,multi_label_classification,unbounded,instruction_in_the_middle,"{""labels"": [""health"", ""politics"", ""sports"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_078__unbounded__instruction_in_the_middle,multi_label_classification,unbounded,instruction_in_the_middle,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_054__bounded__irrelevant_prefix,multi_label_classification,bounded,irrelevant_prefix,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
